Horodatage,Objet,Verdict,Rapport,Vérification Liens
2025-04-22 03:09:41,Urgent: Action Required - Access your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:09:45,Urgent Action Required: Access Your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:12:37,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.72.237.68 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: None | IP: 52.72.237.68"
2025-04-22 03:12:52,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.72.237.68 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.72.237.68"
2025-04-22 03:13:08,Urgent Action Required: Account Security Alert Body,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: www.linkedin.com MX: Non | WHOIS: N/A, Créé: None | IP: 104.18.41.41"
2025-04-22 03:13:25,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.72.237.68 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 52.72.237.68"
2025-04-22 03:13:30,Urgent: Action Required - Access your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:13:31,Urgent Action Required: Access Your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:18:55,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169"
2025-04-22 03:18:58,Urgent Action Required: Account Security Alert Body,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 03:19:03,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169"
2025-04-22 03:19:21,Urgent: Action Required - Access your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:19:23,Urgent Action Required: Access Your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:28:24,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.0.80.229 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.0.80.229"
2025-04-22 03:28:43,Urgent Action Required: Account Security Alert Body,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 172.64.146.215"
2025-04-22 03:28:51,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.0.80.229 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.0.80.229"
2025-04-22 03:28:53,Urgent: Action Required - Access your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:28:54,Urgent Action Required: Access Your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:34:09,Urgent: Action required to secure your LinkedIn account,Menace,"Analyse du contenu : il y a un lien Susanyskysafe (www.fakelink.com) qui désigne un site inquiétant, vu qu'il ne répond à aucun enregistrement DNS MX, et son IP non liée à LinkedIn. De plus, il y a une demande d’action : la réinitialisation du mot de passe de LinkedIn via ce lien. Les utilisateurs ne devraient pas cliquer sur des liens dans des courriels de ce type pour être en sécurité.","Domaine: www.fakelink.com MX: Non | WHOIS: HugeDomains.com, Créé: 2012-10-18 18:42:41 | IP: 54.209.32.212"
2025-04-22 03:34:19,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.203.52.169 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.203.52.169"
2025-04-22 03:34:26,Urgent Action Required: Account Security Alert Body,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 172.64.146.215"
2025-04-22 03:34:39,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.203.52.169 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.203.52.169"
2025-04-22 03:34:42,Urgent: Action Required - Access your LinkedIn Account,Menace,✅ Reconnu via hash dans la base des menaces.,
2025-04-22 03:49:37,Urgent: Action required to secure your LinkedIn account,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: www.fakelink.com MX: Non | WHOIS: HugeDomains.com, Créé: 2012-10-18 18:42:41 | IP: 54.209.32.212"
2025-04-22 03:49:48,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.198.74.130 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.198.74.130"
2025-04-26 16:38:07,Alerte de sécurité,Suspect,"Le message contient des informations très suspectes à certains égards. Malgré l'allure professionnelle de la déclaration, il n'y a pas de signature officielle Google. De plus, bien que le lien comporte une dénomination similaire à un service proposé par Google (myaccount.google.com), la vérification des MX et de l'IP constate que le message ne pointe pas vers un serveur (MX: ❌) afin d'envoyer l'email. Enfin, le lien utilisant accounts.google.com, qui est un domaine connu et fiabilisé, est abusé pour faire croire à une extérieur à cette adresse, tandis que la vraie URL d'activité du compte est myaccount.google.com/notifications. Ces erreurs plaident fortement en faveur du fait que le message soit de type suspect.","Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 16:38:13,Alerte de sécurité,Sûr,"L'adresse associée au lien (https://accounts.google.com/) est répertoriée comme une adresse connue de domaine Google. Les adresses utilisées dans le corps du message sont concernées par le courrier et explicitent un appel à consulter l'activité de l'utilisateur sur Google, ce qui est une information habituelle de courrier de Google. De plus, le lien qui est proposé permet d'accéder à la sécurité et à l'activité du compte de l'utilisateur sur Google, ce qui coincide avec l'annonce faite dans le corps du courriel. Il y a donc beaucoup de signalements de confiance identifiés dans ce message.","Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 16:38:16,Progress report! You did great 🥰,Sûr,"Le message ne contient pas de liens suspects, ni de demande d'informations personnelles, ni d'invitation à contacter une adresse email inattendue. En outre, le domaine (None) de l'expéditeur n'est pas fourni dans le message, ce qui évite la vérification de sa réputation. Par conséquent, le message peut être considéré comme sûr.",
2025-04-26 16:39:19,Alerte de sécurité,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 16:39:22,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 16:39:22,Progress report! You did great 🥰,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,
2025-04-26 16:39:47,Alerte de sécurité,Menace,✅ Reconnu via hash dans la base des menaces.,"Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 16:39:50,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 16:39:50,Progress report! You did great 🥰,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,
2025-04-26 16:43:53,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 16:43:57,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt1.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 16:43:57,Progress report! You did great 🥰,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,
2025-04-26 17:06:57,Alerte de sécurité,Sûr,Reconnu dans la base des messages sûrs.,Domaine: accounts.google.com | IP: 173.194.76.84 Domaine: myaccount.google.com | IP: 74.125.71.84
2025-04-26 17:08:17,Alerte de sécurité,Sûr,Reconnu dans la base des messages sûrs.,Domaine: accounts.google.com | IP: 64.233.166.84 Domaine: myaccount.google.com | IP: 74.125.71.84
2025-04-26 17:08:39,Progress report! You did great 🥰,Sûr,Reconnu dans la base des messages sûrs.,
2025-04-26 17:10:02,Progress report! You did great 🥰,Sûr,Reconnu dans la base des messages sûrs.,
2025-04-26 17:10:55,"💐Mariages, soirées d’été...",Erreur,"[Erreur API 401] : {""error"":{""message"":""No auth credentials found"",""code"":401}}",Domaine: trkmid.veepee.fr | IP: 104.18.23.160 Domaine: nlmirmid1.veepee.com | IP: 185.183.113.32
2025-04-26 17:11:26,"💐Mariages, soirées d’été...",Erreur,"[Erreur API 401] : {""error"":{""message"":""No auth credentials found"",""code"":401}}",Domaine: trkmid.veepee.fr | IP: 104.18.22.160 Domaine: nlmirmid1.veepee.com | IP: 185.183.113.32
2025-04-26 17:21:46,"💐Mariages, soirées d’été...",Erreur,"[Erreur API 401] : {""error"":{""message"":""No auth credentials found"",""code"":401}}",Domaine: trkmid.veepee.fr | IP: 104.18.23.160 Domaine: nlmirmid1.veepee.com | IP: 185.183.113.32
2025-04-26 17:24:18,🐍 Welcome to Anaconda,Erreur,"[Erreur API 401] : {""error"":{""message"":""No auth credentials found"",""code"":401}}",Domaine: www.anaconda.com | IP: 104.16.32.241 Domaine: anaconda.cloud | IP: 172.64.151.12 Domaine: anaconda.cloud | IP: 172.64.151.12 Domaine: anaconda.cloud | IP: 172.64.151.12 Domaine: anaconda.cloud | IP: 172.64.151.12 Domaine: www.anaconda.com | IP: 104.16.32.241 Domaine: www.anaconda.com | IP: 104.16.32.241 Domaine: legal.anaconda.com | IP: 104.16.191.158 Domaine: links.anaconda.com | IP: 52.2.55.114 Domaine: www.facebook.com | IP: 157.240.212.35 Domaine: twitter.com | IP: 172.66.0.227 Domaine: www.linkedin.com | IP: 104.18.41.41 Domaine: www.instagram.com | IP: 157.240.212.174 Domaine: www.youtube.com | IP: 142.250.185.14 Domaine: discord.gg | IP: 162.159.130.234
2025-04-26 17:34:40,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 17:34:44,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 17:39:50,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt4.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 17:39:59,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt4.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 17:40:04,Progress report! You did great 🥰,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,
2025-04-26 17:42:03,🐍 Welcome to Anaconda,Erreur,"[Erreur API 401] : {""error"":{""message"":""No auth credentials found"",""code"":401}}","Domaine: www.anaconda.com MX: Non | WHOIS: N/A, Créé: 1997-05-28 04:00:00 | IP: 104.16.32.241 Domaine: anaconda.cloud MX: aspmx.l.google.com., alt3.aspmx.l.google.com., alt4.aspmx.l.google.com., inbound-smtp.us-east-1.amazonaws.com., alt1.aspmx.l.google.com., alt2.aspmx.l.google.com. | WHOIS: Continuum Analytics Inc, Créé: 2016-02-17 19:55:35.331000 | IP: 104.18.36.244 Domaine: anaconda.cloud MX: aspmx.l.google.com., alt3.aspmx.l.google.com., alt4.aspmx.l.google.com., inbound-smtp.us-east-1.amazonaws.com., alt1.aspmx.l.google.com., alt2.aspmx.l.google.com. | WHOIS: Continuum Analytics Inc, Créé: 2016-02-17 19:55:35.331000 | IP: 104.18.36.244 Domaine: anaconda.cloud MX: aspmx.l.google.com., alt3.aspmx.l.google.com., alt4.aspmx.l.google.com., inbound-smtp.us-east-1.amazonaws.com., alt1.aspmx.l.google.com., alt2.aspmx.l.google.com. | WHOIS: Continuum Analytics Inc, Créé: 2016-02-17 19:55:35.331000 | IP: 104.18.36.244 Domaine: anaconda.cloud MX: aspmx.l.google.com., alt3.aspmx.l.google.com., alt4.aspmx.l.google.com., inbound-smtp.us-east-1.amazonaws.com., alt1.aspmx.l.google.com., alt2.aspmx.l.google.com. | WHOIS: Continuum Analytics Inc, Créé: 2016-02-17 19:55:35.331000 | IP: 104.18.36.244 Domaine: www.anaconda.com MX: Non | WHOIS: N/A, Créé: 1997-05-28 04:00:00 | IP: 104.16.32.241 Domaine: www.anaconda.com MX: Non | WHOIS: Redacted for Privacy Purposes, Créé: 1997-05-28 04:00:00 | IP: 104.16.32.241 Domaine: legal.anaconda.com MX: inbound-smtp.eu-west-1.amazonaws.com. | WHOIS: N/A, Créé: 1997-05-28 04:00:00 | IP: 104.16.191.158 Domaine: links.anaconda.com MX: Non | WHOIS: N/A, Créé: 1997-05-28 04:00:00 | IP: 52.2.55.114 Domaine: www.facebook.com MX: Non | WHOIS: Meta Platforms, Inc., Créé: 1997-03-29 05:00:00 | IP: 157.240.212.35 Domaine: twitter.com MX: alt2.aspmx.l.google.com., aspmx.l.google.com., alt3.aspmx.l.google.com., alt4.aspmx.l.google.com., alt1.aspmx.l.google.com. | WHOIS: Twitter, Inc., Créé: [datetime.datetime(2000, 1, 21, 16, 28, 17), datetime.datetime(2000, 1, 21, 11, 28, 17)] | IP: 172.66.0.227 Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 172.64.146.215 Domaine: www.instagram.com MX: Non | WHOIS: Instagram LLC, Créé: 2004-06-04 13:37:18 | IP: 157.240.212.174 Domaine: www.youtube.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(2005, 2, 15, 5, 13, 12), datetime.datetime(2005, 2, 15, 5, 13, 12, tzinfo=datetime.timezone.utc)] | IP: 142.250.184.14 Domaine: discord.gg MX: alt1.aspmx.l.google.com., alt2.aspmx.l.google.com., aspmx.l.google.com., aspmx2.googlemail.com., aspmx3.googlemail.com. | WHOIS: N/A, Créé: 26th February 2015 at 22:52:30.894 | IP: 162.159.136.234"
2025-04-26 17:43:55,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt4.gmr-smtp-in.l.google.com., alt2.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: N/A, Créé: 1997-09-15 04:00:00 | IP: 74.125.71.84"
2025-04-26 17:43:58,Alerte de sécurité,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,"Domaine: accounts.google.com MX: alt2.gmr-smtp-in.l.google.com., gmr-smtp-in.l.google.com., alt1.gmr-smtp-in.l.google.com., alt3.gmr-smtp-in.l.google.com., alt4.gmr-smtp-in.l.google.com. | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.166.84 Domaine: myaccount.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 74.125.71.84"
2025-04-26 17:43:59,Progress report! You did great 🥰,Sûr,✅ Reconnu via hash dans la base des messages sûrs.,
